place,other,relation,source
ir-mabaas,ir-shahrak-mokhaberat,adjacent,osm
ir-shahrak-esar,ir-jannat-terminal-barbari,adjacent,osm
ir-shahrak-esar,ir-kolahduz,adjacent,osm
ir-shahrak-mokhaberat,ir-jannat-terminal-barbari,adjacent,osm
ir-shahrak-mokhaberat,ir-shahrak-valfajr,adjacent,osm
ir-shahrak-mokhaberat,ir-jamaran-mahdieh,adjacent,osm
ir-shahrak-mokhaberat,ir-pashm-shisheh,adjacent,osm
ir-ahmad-abad-3,ir-shahrak-farhangian-4,adjacent,osm
ir-ahmad-abad-3,ir-shahrak-valfajr,adjacent,osm
ir-ahmad-abad-3,ir-sajjadieh-mohammadieh,adjacent,osm
ir-ahmad-abad-3,ir-pashm-shisheh,adjacent,osm
ir-shahrak-valfajr,ir-jannat-terminal-barbari,adjacent,osm
ir-shahrak-valfajr,ir-sajjadieh-mohammadieh,adjacent,osm
ir-shahrak-valfajr,ir-jamaran-mahdieh,adjacent,osm
ir-shahrak-valfajr,ir-pashm-shisheh,adjacent,osm
ir-pasargad-2,ir-shahrak-farhangian-4,adjacent,osm
ir-pasargad-2,ir-paeez,adjacent,osm
ir-pasargad-2,ir-jannat-terminal-barbari,adjacent,osm
ir-pasargad-2,ir-pashm-shisheh,adjacent,osm
ir-pasargad-2,ir-seraj,adjacent,osm
ir-pasargad-2,ir-ghali-shuyi,adjacent,osm
ir-fergaz-2,ir-farhangian-2,adjacent,osm
ir-fergaz-2,ir-fergaz,adjacent,osm
ir-fergaz-2,ir-south-safir,adjacent,osm
ir-fergaz-2,ir-bist-metri-emam-khomeini,adjacent,osm
ir-paeez,ir-shahrak-rezvan,adjacent,osm
ir-paeez,ir-farhangian-2,adjacent,osm
ir-paeez,ir-r16144103,adjacent,osm
ir-paeez,ir-shahrak-farhangian-4,adjacent,osm
ir-paeez,ir-south-safir,adjacent,osm
ir-paeez,ir-bist-metri-emam-khomeini,adjacent,osm
ir-paeez,ir-seraj,adjacent,osm
ir-paeez,ir-ghali-shuyi,adjacent,osm
ir-south-safir,ir-farhangian-2,adjacent,osm
ir-south-safir,ir-bist-metri-emam-khomeini,adjacent,osm
ir-south-safir,ir-seraj,adjacent,osm
ir-fergaz,ir-r10055200,adjacent,osm
ir-fergaz,ir-r18726494,adjacent,osm
ir-fergaz,ir-adel-abad,adjacent,osm
ir-fergaz,ir-farhangian-2,adjacent,osm
ir-fergaz,ir-south-sepah,adjacent,osm
ir-fergaz,ir-bist-metri-emam-khomeini,adjacent,osm
ir-bist-metri-emam-khomeini,ir-adel-abad,adjacent,osm
ir-bist-metri-emam-khomeini,ir-south-sepah,adjacent,osm
ir-bist-metri-emam-khomeini,ir-north-safir,adjacent,osm
ir-bist-metri-emam-khomeini,ir-r10054531,adjacent,osm
ir-bist-metri-emam-khomeini,ir-north-sepah,adjacent,osm
ir-bist-metri-emam-khomeini,ir-seraj,adjacent,osm
ir-bist-metri-emam-khomeini,ir-derki,adjacent,osm
ir-derki,ir-south-sepah,adjacent,osm
ir-derki,ir-north-safir,adjacent,osm
ir-derki,ir-r10054531,adjacent,osm
ir-derki,ir-ghadamgah,adjacent,osm
ir-derki,ir-north-sepah,adjacent,osm
ir-derki,ir-seraj,adjacent,osm
ir-derki,ir-r10054437,adjacent,osm
ir-derki,ir-abyari,adjacent,osm
ir-derki,ir-zerehi-amirkabir,adjacent,osm
ir-jannat-terminal-barbari,ir-r10054531,adjacent,osm
ir-jannat-terminal-barbari,ir-pashm-shisheh,adjacent,osm
ir-jannat-terminal-barbari,ir-ghali-shuyi,adjacent,osm
ir-jannat-terminal-barbari,ir-rishmak,adjacent,osm
ir-jannat-terminal-barbari,ir-zerehi-amirkabir,adjacent,osm
ir-jannat-terminal-barbari,ir-kolahduz,adjacent,osm
ir-kolahduz,ir-r10054531,adjacent,osm
ir-kolahduz,ir-rishmak,adjacent,osm
ir-kolahduz,ir-zerehi-amirkabir,adjacent,osm
ir-jamaran-mahdieh,ir-sajjadieh-mohammadieh,adjacent,osm
ir-jamaran-mahdieh,ir-south-eman,adjacent,osm
ir-north-sepah,ir-r10054742,adjacent,osm
ir-north-sepah,ir-south-sepah,adjacent,osm
ir-north-sepah,ir-ghadamgah,adjacent,osm
ir-north-sepah,ir-tahvili-fakhr-abad,adjacent,osm
ir-north-sepah,ir-r10054437,adjacent,osm
ir-north-sepah,ir-abyari,adjacent,osm
ir-south-sepah,ir-adel-abad,adjacent,osm
ir-south-sepah,ir-r10054742,adjacent,osm
ir-r10054742,ir-r10054755,adjacent,osm
ir-r10054742,ir-adel-abad,adjacent,osm
ir-r10054742,ir-pansad-dastgah-artesh,adjacent,osm
ir-erfan-bolouvar,ir-shahrak-mahdi-abad,adjacent,osm
ir-erfan-bolouvar,ir-r10054755,adjacent,osm
ir-erfan-bolouvar,ir-pansad-dastgah-artesh,adjacent,osm
ir-shahrak-mahdi-abad,ir-r11042112,adjacent,osm
ir-shahrak-mahdi-abad,ir-shahrak-bargh,adjacent,osm
ir-shahrak-mahdi-abad,ir-r10055200,adjacent,osm
ir-shahrak-mahdi-abad,ir-r10054755,adjacent,osm
ir-zone-5-2,ir-zone-2-3,adjacent,osm
ir-zone-5-2,ir-zone-9-2,adjacent,osm
ir-zone-5-2,ir-zone-4-2,adjacent,osm
ir-adel-abad,ir-r10055200,adjacent,osm
ir-adel-abad,ir-r18726494,adjacent,osm
ir-adel-abad,ir-r10054755,adjacent,osm
ir-adel-abad,ir-farhangian-2,adjacent,osm
ir-r10054755,ir-r10055200,adjacent,osm
ir-r10054755,ir-pansad-dastgah-artesh,adjacent,osm
ir-moslem-bani-hashem,ir-pansad-dastgah-artesh,adjacent,osm
ir-maali-abad,ir-dustan,adjacent,osm
ir-maali-abad,ir-goldasht-maali-abad,adjacent,osm
ir-maali-abad,ir-098,adjacent,osm
ir-maali-abad,ir-tachara,adjacent,osm
ir-manbae-ab,ir-dustan,adjacent,osm
ir-manbae-ab,ir-ghasrodasht,adjacent,osm
ir-manbae-ab,ir-shahid-rajayi,adjacent,osm
ir-manbae-ab,ir-098,adjacent,osm
ir-shahid-rajayi,ir-dustan,adjacent,osm
ir-shahid-rajayi,ir-south-eman,adjacent,osm
ir-shahid-rajayi,ir-farhangshahr-2,adjacent,osm
ir-shahid-rajayi,ir-baharan,adjacent,osm
ir-baharan,ir-dustan,adjacent,osm
ir-baharan,ir-kuye-vahdat,adjacent,osm
ir-baharan,ir-farhangshahr-2,adjacent,osm
ir-dustan,ir-kuye-vahdat,adjacent,osm
ir-dustan,ir-goldasht-maali-abad,adjacent,osm
ir-dustan,ir-098,adjacent,osm
ir-farhangshahr-2,ir-kuye-vahdat,adjacent,osm
ir-farhangshahr-2,ir-r10055313,adjacent,osm
ir-farhangshahr-2,ir-shahrak-erfan,adjacent,osm
ir-farhangshahr-2,ir-south-eman,adjacent,osm
ir-kuye-vahdat,ir-goldasht-maali-abad,adjacent,osm
ir-kuye-vahdat,ir-r10055313,adjacent,osm
ir-kuye-vahdat,ir-shahrak-erfan,adjacent,osm
ir-goldasht-maali-abad,ir-shahrak-erfan,adjacent,osm
ir-goldasht-maali-abad,ir-098,adjacent,osm
ir-goldasht-maali-abad,ir-tachara,adjacent,osm
ir-goldasht-maali-abad,ir-shahrak-bahonar-2,adjacent,osm
ir-javadieh,ir-dinakan,adjacent,osm
ir-gol-e-sorkh,ir-r10054123,adjacent,osm
ir-gol-e-sorkh,ir-vazir-abad-2,adjacent,osm
ir-gol-e-sorkh,ir-sahl-abad-3,adjacent,osm
ir-gol-e-sorkh,ir-minoo-keshvari,adjacent,osm
ir-minoo-keshvari,ir-r10054123,adjacent,osm
ir-minoo-keshvari,ir-sahl-abad-3,adjacent,osm
ir-minoo-keshvari,ir-douran,adjacent,osm
ir-minoo-keshvari,ir-bist-metri-fazel,adjacent,osm
ir-douran,ir-sahl-abad-3,adjacent,osm
ir-douran,ir-bist-metri-fazel,adjacent,osm
ir-douran,ir-sardkhaneh-fale-asiri,adjacent,osm
ir-douran,ir-shahrak-e-sibouyeh-podnak,adjacent,osm
ir-nasr,ir-shahrak-emam-hossein,adjacent,osm
ir-nasr,ir-ghasr-e-abunasr,adjacent,osm
ir-nasr,ir-shahrak-e-niru-entezami,adjacent,osm
ir-nasr,ir-shahrak-e-parvaz,adjacent,osm
ir-nasr,ir-shahrak-e-seda-va-sima,adjacent,osm
ir-nasr,ir-sardaran,adjacent,osm
ir-shahrak-e-sibouyeh-podnak,ir-bist-metri-fazel,adjacent,osm
ir-shahrak-e-sibouyeh-podnak,ir-sardkhaneh-fale-asiri,adjacent,osm
ir-shahrak-e-sibouyeh-podnak,ir-sharifabad,adjacent,osm
ir-shahrak-e-sibouyeh-podnak,ir-shahrak-e-shohada-fathiyeh,adjacent,osm
ir-shahrak-e-sibouyeh-podnak,ir-shahrak-emam-hossein,adjacent,osm
ir-shahrak-e-sibouyeh-podnak,ir-shahrak-e-niru-entezami,adjacent,osm
ir-shahrak-e-sibouyeh-podnak,ir-salahshour,adjacent,osm
ir-sardkhaneh-fale-asiri,ir-bist-metri-fazel,adjacent,osm
ir-sardkhaneh-fale-asiri,ir-shahrak-e-shohada-fathiyeh,adjacent,osm
ir-sardkhaneh-fale-asiri,ir-salahshour,adjacent,osm
ir-sardaran,ir-shahrak-e-parvaz,adjacent,osm
ir-sardaran,ir-shahrak-e-seda-va-sima,adjacent,osm
ir-sardaran,ir-kian-shahr,adjacent,osm
ir-sardaran,ir-azadegan-6,adjacent,osm
ir-sahl-abad-3,ir-vazir-abad-2,adjacent,osm
ir-sahl-abad-3,ir-torkan,adjacent,osm
ir-sahl-abad-3,ir-bist-metri-fazel,adjacent,osm
ir-sahl-abad-3,ir-ard-khusheh,adjacent,osm
ir-bist-metri-fazel,ir-ard-khusheh,adjacent,osm
ir-bist-metri-fazel,ir-sharifabad,adjacent,osm
ir-sharifabad,ir-ard-khusheh,adjacent,osm
ir-sharifabad,ir-shahrak-emam-hossein,adjacent,osm
ir-sharifabad,ir-shahrak-e-niru-entezami,adjacent,osm
ir-shahrak-emam-hossein,ir-ard-khusheh,adjacent,osm
ir-shahrak-emam-hossein,ir-ghasr-e-abunasr,adjacent,osm
ir-shahrak-emam-hossein,ir-shahrak-e-niru-entezami,adjacent,osm
ir-ghasr-e-abunasr,ir-ard-khusheh,adjacent,osm
ir-ghasr-e-abunasr,ir-shahrak-e-niru-entezami,adjacent,osm
ir-shahrak-farhangian-4,ir-sheikh-ruzbehan,adjacent,osm
ir-shahrak-farhangian-4,ir-r16144103,adjacent,osm
ir-shahrak-farhangian-4,ir-pashm-shisheh,adjacent,osm
ir-north-golestan,ir-south-qadir,adjacent,osm
ir-north-golestan,ir-shahrak-golestan,adjacent,osm
ir-north-golestan,ir-north-qadir,adjacent,osm
ir-north-qadir,ir-shahrak-esteghlal-bezeyn,adjacent,osm
ir-north-qadir,ir-south-qadir,adjacent,osm
ir-north-qadir,ir-shahrak-golestan,adjacent,osm
ir-shahrak-golestan,ir-shahrak-esteghlal-bezeyn,adjacent,osm
ir-shahrak-golestan,ir-south-qadir,adjacent,osm
ir-shahrak-esteghlal-bezeyn,ir-r10055312,adjacent,osm
ir-shahrak-esteghlal-bezeyn,ir-shahrak-beheshti-2,adjacent,osm
ir-shahrak-esteghlal-bezeyn,ir-shahrak-hafez-2,adjacent,osm
ir-shahrak-esteghlal-bezeyn,ir-south-qadir,adjacent,osm
ir-shahrake-be-sat,ir-be-sat,adjacent,osm
ir-zarrinshahr,ir-fuladshahr,adjacent,osm
ir-kashani-2,ir-rah-ahan-2,adjacent,osm
ir-kashani-2,ir-quarter-2-of-district-1,adjacent,osm
ir-kashani-2,ir-amel,adjacent,osm
ir-kashani-2,ir-quarter-1-of-district-3,adjacent,osm
ir-kashani-2,ir-quarter-1-of-district-2,adjacent,osm
ir-sisabad,ir-abbas-abad-7,adjacent,osm
ir-sisabad,ir-north-tabarsi,adjacent,osm
ir-sisabad,ir-quarter-2-of-district-3,adjacent,osm
ir-sisabad,ir-quarter-3-of-district-3,adjacent,osm
ir-sisabad,ir-khajeh-rabi,adjacent,osm
ir-radeh,ir-resalat-5,adjacent,osm
ir-radeh,ir-quarter-3-of-district-4,adjacent,osm
ir-radeh,ir-abbas-abad-7,adjacent,osm
ir-radeh,ir-north-tabarsi,adjacent,osm
ir-radeh,ir-quarter-2-of-district-3,adjacent,osm
ir-quarter-3-of-district-4,ir-resalat-5,adjacent,osm
ir-quarter-3-of-district-4,ir-abbas-abad-7,adjacent,osm
ir-quarter-3-of-district-4,ir-north-tabarsi,adjacent,osm
ir-quarter-3-of-district-4,ir-quarter-2-of-district-3,adjacent,osm
ir-district-4-4,ir-samen-district,adjacent,osm
ir-district-4-4,ir-district-5-3,adjacent,osm
ir-district-4-4,ir-district-3-6,adjacent,osm
ir-district-3-6,ir-samen-district,adjacent,osm
ir-district-3-6,ir-district-1-6,adjacent,osm
ir-district-3-6,ir-district-2-9,adjacent,osm
ir-abbas-abad-7,ir-resalat-5,adjacent,osm
ir-abbas-abad-7,ir-north-tabarsi,adjacent,osm
ir-abbas-abad-7,ir-quarter-2-of-district-3,adjacent,osm
ir-north-tabarsi,ir-quarter-2-of-district-3,adjacent,osm
ir-rah-ahan-2,ir-r10374413,adjacent,osm
ir-rah-ahan-2,ir-javadiyeh-2,adjacent,osm
ir-rah-ahan-2,ir-nowghan,adjacent,osm
ir-rah-ahan-2,ir-siloo,adjacent,osm
ir-rah-ahan-2,ir-quarter-1-of-district-3,adjacent,osm
ir-rah-ahan-2,ir-fatemiyeh-2,adjacent,osm
ir-rah-ahan-2,ir-quarter-1-of-district-2,adjacent,osm
ir-quarter-2-of-district-3,ir-siloo,adjacent,osm
ir-quarter-2-of-district-3,ir-kheir-abad,adjacent,osm
ir-quarter-2-of-district-3,ir-quarter-1-of-district-3,adjacent,osm
ir-quarter-2-of-district-3,ir-resalat-5,adjacent,osm
ir-quarter-2-of-district-3,ir-fatemiyeh-2,adjacent,osm
ir-quarter-2-of-district-3,ir-gas,adjacent,osm
ir-quarter-2-of-district-3,ir-ghaem-2,adjacent,osm
ir-quarter-2-of-district-3,ir-quarter-3-of-district-3,adjacent,osm
ir-quarter-2-of-district-3,ir-khajeh-rabi,adjacent,osm
ir-siloo,ir-kheir-abad,adjacent,osm
ir-siloo,ir-quarter-1-of-district-3,adjacent,osm
ir-siloo,ir-fatemiyeh-2,adjacent,osm
ir-fatemiyeh-2,ir-kheir-abad,adjacent,osm
ir-fatemiyeh-2,ir-quarter-1-of-district-3,adjacent,osm
ir-fatemiyeh-2,ir-resalat-5,adjacent,osm
ir-fatemiyeh-2,ir-gas,adjacent,osm
ir-fatemiyeh-2,ir-quarter-1-of-district-2,adjacent,osm
ir-kheir-abad,ir-quarter-1-of-district-3,adjacent,osm
ir-kheir-abad,ir-resalat-5,adjacent,osm
ir-kheir-abad,ir-gas,adjacent,osm
ir-resalat-5,ir-quarter-1-of-district-3,adjacent,osm
ir-resalat-5,ir-gas,adjacent,osm
ir-resalat-5,ir-ghaem-2,adjacent,osm
ir-resalat-5,ir-quarter-3-of-district-3,adjacent,osm
ir-baharestan-4,ir-zakariya,adjacent,osm
ir-baharestan-4,ir-reza-shahr,adjacent,osm
ir-baharestan-4,ir-nofel-loshato,adjacent,osm
ir-zakariya,ir-sarafrazan,adjacent,osm
ir-zakariya,ir-reza-shahr,adjacent,osm
ir-nofel-loshato,ir-reza-shahr,adjacent,osm
ir-nofel-loshato,ir-quarter-1-of-district-1,adjacent,osm
ir-nofel-loshato,ir-felestin-3,adjacent,osm
ir-nofel-loshato,ir-university,adjacent,osm
ir-nofel-loshato,ir-malek-abad-2,adjacent,osm
ir-nofel-loshato,ir-azadshahr,adjacent,osm
ir-nofel-loshato,ir-quarter-1-of-district-11,adjacent,osm
ir-sarafrazan,ir-reza-shahr,adjacent,osm
ir-sarafrazan,ir-university,adjacent,osm
ir-university,ir-reza-shahr,adjacent,osm
ir-university,ir-quarter-1-of-district-1,adjacent,osm
ir-university,ir-malek-abad-2,adjacent,osm
ir-university,ir-azadshahr,adjacent,osm
ir-university,ir-quarter-1-of-district-11,adjacent,osm
ir-koohestan-park,ir-quarter-2-of-district-9,adjacent,osm
ir-koohestan-park,ir-shahrara-2,adjacent,osm
ir-koohestan-park,ir-eghbal,adjacent,osm
ir-koohestan-park,ir-quarter-2-of-district-11,adjacent,osm
ir-koohestan-park,ir-fareghottahsilan,adjacent,osm
ir-koohestan-park,ir-vakil-abad,adjacent,osm
ir-koohestan-park,ir-quarter-1-of-district-12,adjacent,osm
ir-faze-yek-padadshahr,ir-behesht-abad,adjacent,osm
ir-r9121252,ir-r9121417,adjacent,osm
ir-r9121252,ir-r9121418,adjacent,osm
ir-r9121418,ir-r9121417,adjacent,osm
ir-r9121197,ir-r9121417,adjacent,osm
ir-jalaliyeh,ir-quarter-1-of-district-5,adjacent,osm
ir-jalaliyeh,ir-rezayieh,adjacent,osm
ir-jalaliyeh,ir-raad,adjacent,osm
ir-jalaliyeh,ir-r10374413,adjacent,osm
ir-holy-shrine,ir-eidgah,adjacent,osm
ir-holy-shrine,ir-paeen-khiaban,adjacent,osm
ir-holy-shrine,ir-chaharbagh,adjacent,osm
ir-holy-shrine,ir-r10374413,adjacent,osm
ir-holy-shrine,ir-bala-khiaban,adjacent,osm
ir-chaharbagh,ir-eidgah,adjacent,osm
ir-chaharbagh,ir-r10374413,adjacent,osm
ir-chaharbagh,ir-bala-khiaban,adjacent,osm
ir-chaharbagh,ir-quarter-1-of-district-3,adjacent,osm
ir-bala-khiaban,ir-paeen-khiaban,adjacent,osm
ir-bala-khiaban,ir-r10374413,adjacent,osm
ir-bala-khiaban,ir-nowghan,adjacent,osm
ir-bala-khiaban,ir-quarter-1-of-district-3,adjacent,osm
ir-district-5-3,ir-samen-district,adjacent,osm
ir-rezayieh,ir-quarter-1-of-district-5,adjacent,osm
ir-rezayieh,ir-raad,adjacent,osm
ir-rezayieh,ir-r10374413,adjacent,osm
ir-rezayieh,ir-javadiyeh-2,adjacent,osm
ir-r10374413,ir-eidgah,adjacent,osm
ir-r10374413,ir-quarter-1-of-district-5,adjacent,osm
ir-r10374413,ir-raad,adjacent,osm
ir-r10374413,ir-paeen-khiaban,adjacent,osm
ir-r10374413,ir-javadiyeh-2,adjacent,osm
ir-r10374413,ir-nowghan,adjacent,osm
ir-r10374413,ir-quarter-1-of-district-3,adjacent,osm
ir-quarter-1-of-district-5,ir-raad,adjacent,osm
ir-quarter-1-of-district-5,ir-javadiyeh-2,adjacent,osm
ir-javadiyeh-2,ir-raad,adjacent,osm
ir-javadiyeh-2,ir-paeen-khiaban,adjacent,osm
ir-javadiyeh-2,ir-nowghan,adjacent,osm
ir-javadiyeh-2,ir-quarter-1-of-district-3,adjacent,osm
ir-eidgah,ir-raad,adjacent,osm
ir-eidgah,ir-paeen-khiaban,adjacent,osm
ir-nowghan,ir-paeen-khiaban,adjacent,osm
ir-nowghan,ir-quarter-1-of-district-3,adjacent,osm
ir-paeen-khiaban,ir-raad,adjacent,osm
ir-shahrak-daneshgah-sharif,ir-r21283755,adjacent,osm
ir-shahrak-daneshgah-sharif,ir-sarv-azad-2,adjacent,osm
ir-ghaem-2,ir-quarter-1-of-district-3,adjacent,osm
ir-ghaem-2,ir-gas,adjacent,osm
ir-ghaem-2,ir-belal,adjacent,osm
ir-ghaem-2,ir-quarter-3-of-district-3,adjacent,osm
ir-ghaem-2,ir-khajeh-rabi,adjacent,osm
ir-khajeh-rabi,ir-belal,adjacent,osm
ir-khajeh-rabi,ir-quarter-3-of-district-3,adjacent,osm
ir-gas,ir-quarter-1-of-district-3,adjacent,osm
ir-gas,ir-quarter-1-of-district-2,adjacent,osm
ir-gas,ir-belal,adjacent,osm
ir-gas,ir-isargaran,adjacent,osm
ir-gas,ir-quarter-3-of-district-3,adjacent,osm
ir-belal,ir-quarter-1-of-district-3,adjacent,osm
ir-belal,ir-quarter-1-of-district-2,adjacent,osm
ir-belal,ir-isargaran,adjacent,osm
ir-belal,ir-quarter-3-of-district-3,adjacent,osm
ir-quarter-3-of-district-3,ir-quarter-1-of-district-3,adjacent,osm
ir-quarter-3-of-district-3,ir-quarter-1-of-district-2,adjacent,osm
ir-quarter-3-of-district-3,ir-isargaran,adjacent,osm
ir-quarter-3-of-district-3,ir-sadeghiyeh,adjacent,osm
ir-quarter-3-of-district-3,ir-quarter-2-of-district-2,adjacent,osm
ir-quarter-3-of-district-3,ir-vahdat-2,adjacent,osm
ir-quarter-1-of-district-3,ir-quarter-2-of-district-1,adjacent,osm
ir-quarter-1-of-district-3,ir-amel,adjacent,osm
ir-quarter-1-of-district-3,ir-quarter-1-of-district-2,adjacent,osm
ir-quarter-1-of-district-3,ir-isargaran,adjacent,osm
ir-miad,ir-r11248724,adjacent,osm
ir-miad,ir-nargess,adjacent,osm
ir-miad,ir-usefiyeh,adjacent,osm
ir-miad,ir-farhangian-4,adjacent,osm
ir-miad,ir-quarter-2-of-district-10,adjacent,osm
ir-miad,ir-quarter-1-of-district-12,adjacent,osm
ir-miad,ir-jahed-shahr,adjacent,osm
ir-nargess,ir-quarter-2-of-district-11,adjacent,osm
ir-nargess,ir-fareghottahsilan,adjacent,osm
ir-nargess,ir-r11248724,adjacent,osm
ir-nargess,ir-usefiyeh,adjacent,osm
ir-nargess,ir-farhangian-4,adjacent,osm
ir-nargess,ir-quarter-2-of-district-10,adjacent,osm
ir-sayyad-shirazi,ir-aab-o-bargh,adjacent,osm
ir-sayyad-shirazi,ir-quarter-2-of-district-9,adjacent,osm
ir-sayyad-shirazi,ir-shahrara-2,adjacent,osm
ir-sayyad-shirazi,ir-eghbal,adjacent,osm
ir-sayyad-shirazi,ir-sharif,adjacent,osm
ir-sayyad-shirazi,ir-quarter-2-of-district-11,adjacent,osm
ir-sharif,ir-quarter-2-of-district-9,adjacent,osm
ir-sharif,ir-daneshjoo,adjacent,osm
ir-sharif,ir-eghbal,adjacent,osm
ir-sharif,ir-quarter-2-of-district-11,adjacent,osm
ir-sharif,ir-r11015582,adjacent,osm
ir-sharif,ir-fareghottahsilan,adjacent,osm
ir-quarter-2-of-district-9,ir-niroo-havaee,adjacent,osm
ir-quarter-2-of-district-9,ir-noh-darreh,adjacent,osm
ir-quarter-2-of-district-9,ir-aab-o-bargh,adjacent,osm
ir-quarter-2-of-district-9,ir-shahrara-2,adjacent,osm
ir-quarter-2-of-district-9,ir-quarter-1-of-district-11,adjacent,osm
ir-quarter-2-of-district-9,ir-daneshjoo,adjacent,osm
ir-quarter-2-of-district-9,ir-eghbal,adjacent,osm
ir-quarter-2-of-district-9,ir-quarter-2-of-district-11,adjacent,osm
ir-quarter-2-of-district-9,ir-fareghottahsilan,adjacent,osm
ir-quarter-2-of-district-9,ir-vakil-abad,adjacent,osm
ir-quarter-2-of-district-9,ir-quarter-1-of-district-12,adjacent,osm
ir-district-9-4,ir-district-1-6,adjacent,osm
ir-district-9-4,ir-district-11-3,adjacent,osm
ir-district-9-4,ir-district-12-2,adjacent,osm
ir-eghbal,ir-shahrara-2,adjacent,osm
ir-eghbal,ir-quarter-2-of-district-11,adjacent,osm
ir-eghbal,ir-fareghottahsilan,adjacent,osm
ir-eghbal,ir-vakil-abad,adjacent,osm
ir-eghbal,ir-quarter-1-of-district-12,adjacent,osm
ir-motahari-2,ir-amel,adjacent,osm
ir-motahari-2,ir-nekah,adjacent,osm
ir-motahari-2,ir-hojjat,adjacent,osm
ir-motahari-2,ir-quarter-1-of-district-2,adjacent,osm
ir-motahari-2,ir-honarvar,adjacent,osm
ir-nekah,ir-hojjat,adjacent,osm
ir-nekah,ir-quarter-1-of-district-2,adjacent,osm
ir-nekah,ir-honarvar,adjacent,osm
ir-nekah,ir-yas,adjacent,osm
ir-amel,ir-goharshad,adjacent,osm
ir-amel,ir-quarter-2-of-district-1,adjacent,osm
ir-amel,ir-khatam-olanbia,adjacent,osm
ir-amel,ir-hojjat,adjacent,osm
ir-amel,ir-quarter-1-of-district-2,adjacent,osm
ir-amel,ir-golbarg,adjacent,osm
ir-hojjat,ir-khatam-olanbia,adjacent,osm
ir-hojjat,ir-quarter-1-of-district-2,adjacent,osm
ir-hojjat,ir-golbarg,adjacent,osm
ir-hojjat,ir-yas,adjacent,osm
ir-hojjat,ir-northern-golbarg,adjacent,osm
ir-honarvar,ir-quarter-1-of-district-2,adjacent,osm
ir-honarvar,ir-yas,adjacent,osm
ir-honarvar,ir-isargaran,adjacent,osm
ir-azadshahr,ir-quarter-1-of-district-1,adjacent,osm
ir-azadshahr,ir-malek-abad-2,adjacent,osm
ir-azadshahr,ir-sajjad-shahr,adjacent,osm
ir-azadshahr,ir-quarter-1-of-district-11,adjacent,osm
ir-azadshahr,ir-faramarz-abbasi,adjacent,osm
ir-azadshahr,ir-quarter-4-of-district-2,adjacent,osm
ir-malek-abad-2,ir-quarter-1-of-district-1,adjacent,osm
ir-malek-abad-2,ir-felestin-3,adjacent,osm
ir-malek-abad-2,ir-sajjad-shahr,adjacent,osm
ir-malek-abad-2,ir-quarter-1-of-district-11,adjacent,osm
ir-quarter-1-of-district-11,ir-quarter-1-of-district-1,adjacent,osm
ir-quarter-1-of-district-11,ir-sajjad-shahr,adjacent,osm
ir-quarter-1-of-district-11,ir-daneshjoo,adjacent,osm
ir-quarter-1-of-district-11,ir-faramarz-abbasi,adjacent,osm
ir-quarter-1-of-district-11,ir-quarter-4-of-district-2,adjacent,osm
ir-quarter-1-of-district-11,ir-quarter-2-of-district-11,adjacent,osm
ir-quarter-1-of-district-11,ir-r11015582,adjacent,osm
ir-quarter-1-of-district-11,ir-baharan-3,adjacent,osm
ir-quarter-1-of-district-11,ir-quarter-1-of-district-10,adjacent,osm
ir-quarter-1-of-district-11,ir-quarter-2-of-district-2,adjacent,osm
ir-felestin-3,ir-quarter-1-of-district-1,adjacent,osm
ir-felestin-3,ir-sajjad-shahr,adjacent,osm
ir-janbaz,ir-quarter-1-of-district-1,adjacent,osm
ir-janbaz,ir-sajjad-shahr,adjacent,osm
ir-janbaz,ir-quarter-1-of-district-2,adjacent,osm
ir-janbaz,ir-highrise-buildings,adjacent,osm
ir-janbaz,ir-ferdowsi-2,adjacent,osm
ir-janbaz,ir-faramarz-abbasi,adjacent,osm
ir-janbaz,ir-zamaneh,adjacent,osm
ir-janbaz,ir-quarter-4-of-district-2,adjacent,osm
ir-janbaz,ir-amir,adjacent,osm
ir-janbaz,ir-baharan-3,adjacent,osm
ir-janbaz,ir-ghaem-3,adjacent,osm
ir-zamaneh,ir-ferdowsi-2,adjacent,osm
ir-zamaneh,ir-faramarz-abbasi,adjacent,osm
ir-zamaneh,ir-quarter-4-of-district-2,adjacent,osm
ir-zamaneh,ir-baharan-3,adjacent,osm
ir-faramarz-abbasi,ir-quarter-1-of-district-1,adjacent,osm
ir-faramarz-abbasi,ir-sajjad-shahr,adjacent,osm
ir-faramarz-abbasi,ir-ferdowsi-2,adjacent,osm
ir-faramarz-abbasi,ir-quarter-4-of-district-2,adjacent,osm
ir-faramarz-abbasi,ir-baharan-3,adjacent,osm
ir-baharan-3,ir-quarter-4-of-district-2,adjacent,osm
ir-baharan-3,ir-quarter-1-of-district-10,adjacent,osm
ir-baharan-3,ir-quarter-2-of-district-2,adjacent,osm
ir-sajjad-shahr,ir-quarter-1-of-district-1,adjacent,osm
ir-sajjad-shahr,ir-quarter-1-of-district-2,adjacent,osm
ir-sajjad-shahr,ir-highrise-buildings,adjacent,osm
ir-sajjad-shahr,ir-ferdowsi-2,adjacent,osm
ir-sajjad-shahr,ir-quarter-4-of-district-2,adjacent,osm
ir-ferdowsi-2,ir-quarter-1-of-district-1,adjacent,osm
