place,other,relation,source
ir-salman-shahr,ir-n11617002212,near,osm
ir-salman-shahr,ir-n11889835068,near,osm
ir-salman-shahr,ir-n11170368765,near,osm
ir-n9088606908,ir-n11616935279,near,osm
ir-n9088606908,ir-n11889859076,near,osm
ir-n9088606908,ir-n11616882140,near,osm
ir-n11170368765,ir-n11889835068,near,osm
ir-n11170368765,ir-n11889835076,near,osm
ir-n11616882140,ir-n11809394045,near,osm
ir-n11616882140,ir-n11616987140,near,osm
ir-n11616882140,ir-n11616935279,near,osm
ir-n11616894893,ir-n11617002384,near,osm
ir-n11616894893,ir-n11617001340,near,osm
ir-n11616894893,ir-n11616991831,near,osm
ir-n11616895706,ir-n11616987140,near,osm
ir-n11616895706,ir-n11616938487,near,osm
ir-n11616895706,ir-n11616981271,near,osm
ir-n11616935279,ir-n11889859076,near,osm
ir-n11616935279,ir-n11809394045,near,osm
ir-n11616938487,ir-n11616981271,near,osm
ir-n11616938487,ir-n11616987140,near,osm
ir-n11616981271,ir-n11616996809,near,osm
ir-n11616987140,ir-n11809394045,near,osm
ir-n11616991831,ir-n11617001340,near,osm
ir-n11616991831,ir-n11617002384,near,osm
ir-n11616996809,ir-n11616938487,near,osm
ir-n11616996809,ir-n11616895706,near,osm
ir-n11617001340,ir-n11617002384,near,osm
ir-n11617002212,ir-n11616991831,near,osm
ir-n11617002212,ir-n11617002384,near,osm
ir-n11617002212,ir-n11617001340,near,osm
ir-n11809394045,ir-n11616895706,near,osm
ir-n11889835068,ir-n11889835076,near,osm
ir-n11889835076,ir-n11617002384,near,osm
ir-n11889835076,ir-n11616894893,near,osm
ir-n11889859076,ir-n11616882140,near,osm
ir-n11889868026,ir-n9088606908,near,osm
ir-n11889868026,ir-n11616935279,near,osm
ir-n11889868026,ir-n11889859076,near,osm
ir-n835537485,ir-n4413928841,near,osm
ir-n835537485,ir-n4422684582,near,osm
ir-n835537485,ir-n4422682359,near,osm
ir-n4413928841,ir-n4422684582,near,osm
ir-n4413928841,ir-n4422682359,near,osm
ir-n4422682359,ir-n4422684582,near,osm
ir-shirgah,ir-n7641111485,near,osm
ir-shirgah,ir-n4443599482,near,osm
ir-shirgah,ir-narenj-ben,near,osm
ir-n4443599482,ir-n7641111485,near,osm
ir-n4443599482,ir-narenj-ben,near,osm
ir-narenj-ben,ir-n7641111485,near,osm
ir-khush-rudpey,ir-n4422680438,near,osm
ir-khush-rudpey,ir-n4422683936,near,osm
ir-khush-rudpey,ir-n4422680544,near,osm
ir-n4413928666,ir-n4422683936,near,osm
ir-n4413928666,ir-khush-rudpey,near,osm
ir-n4413928666,ir-n4422680438,near,osm
ir-n4422680438,ir-n4422680544,near,osm
ir-n4422680438,ir-n4422683936,near,osm
ir-n4422680544,ir-n4422683936,near,osm
ir-hadishahr-2,ir-n13281504886,near,osm
ir-hadishahr-2,ir-kikha-mahalleh,near,osm
ir-hadishahr-2,ir-n10136233558,near,osm
ir-kikha-mahalleh,ir-n13281504886,near,osm
ir-kikha-mahalleh,ir-n10136233558,near,osm
ir-n10136233558,ir-n13281504886,near,osm
ir-daran,ir-n5221879509,near,osm
ir-daran,ir-n5221879551,near,osm
ir-daran,ir-n5221931818,near,osm
ir-damaneh,ir-n10718712039,near,osm
ir-n5221879509,ir-n5221879551,near,osm
ir-n5221879509,ir-n5221931818,near,osm
ir-n5221879551,ir-n5221879849,near,osm
ir-n5221879849,ir-n5221879509,near,osm
ir-n5221879849,ir-daran,near,osm
ir-n5221931817,ir-n5221931818,near,osm
ir-n5221931817,ir-daran,near,osm
ir-n5221931817,ir-n5221879509,near,osm
ir-hashtbandi,ir-aliabad-63,near,osm
ir-hashtbandi,ir-n6198528210,near,osm
ir-n6198511092,ir-n6198542001,near,osm
ir-n6198511092,ir-n12849194484,near,osm
ir-n6198511092,ir-n6198528210,near,osm
ir-n6198518138,ir-n6198542001,near,osm
ir-n6198518138,ir-n6231017757,near,osm
ir-n6198518138,ir-n6198511092,near,osm
ir-n6198528210,ir-n12849194484,near,osm
ir-n6198528210,ir-n6229505220,near,osm
ir-n6198537572,ir-n6198542001,near,osm
ir-n6198537572,ir-n6198511092,near,osm
ir-n6198537572,ir-n6229505220,near,osm
ir-n6229505220,ir-n12849194484,near,osm
ir-n6229505220,ir-n6198511092,near,osm
ir-n6231017757,ir-n6198537572,near,osm
ir-n6231017757,ir-n6198542001,near,osm
ir-ziaratali,ir-n4458282540,near,osm
ir-ziaratali,ir-n4458284297,near,osm
ir-ziaratali,ir-n4458284317,near,osm
ir-n4458282540,ir-n4458284297,near,osm
ir-n4458282540,ir-n4458284317,near,osm
ir-n4458284297,ir-n4458284317,near,osm
ir-bandar-khamir,ir-n6656871750,near,osm
ir-bandar-khamir,ir-n9949257092,near,osm
ir-n6656871750,ir-n9949257092,near,osm
ir-delvar,ir-jaeinak,near,osm
ir-khalkhal,ir-n4548553078,near,osm
ir-khalkhal,ir-n3995695696,near,osm
ir-khalkhal,ir-n5710044671,near,osm
ir-n3995694650,ir-n4548554960,near,osm
ir-n3995694650,ir-n4406266698,near,osm
ir-n3995694650,ir-n5710044671,near,osm
ir-n3995695696,ir-n5710044671,near,osm
ir-n3995695696,ir-n3995694650,near,osm
ir-n3995695696,ir-n4548554960,near,osm
ir-n4406266698,ir-n4548554960,near,osm
ir-n4406266698,ir-n5710044671,near,osm
ir-n4548553078,ir-n3995695696,near,osm
ir-n4548553078,ir-n5710044671,near,osm
ir-n4548554960,ir-n5710044671,near,osm
ir-likak,ir-n12467051106,near,osm
ir-likak,ir-n13116979744,near,osm
ir-n12467051106,ir-n13116979744,near,osm
ir-shalman-2,ir-amlash,near,osm
ir-lashtnesha,ir-n9150275616,near,osm
ir-lashtnesha,ir-n12892304249,near,osm
ir-lashtnesha,ir-n3049479059,near,osm
ir-n3049479058,ir-n9150275616,near,osm
ir-n3049479058,ir-lashtnesha,near,osm
ir-n3049479058,ir-n12892304249,near,osm
ir-n3049479059,ir-n12892304249,near,osm
ir-n3049479059,ir-n9150275616,near,osm
ir-n9150275616,ir-n12892304249,near,osm
ir-n842111765,ir-ranekouh,near,osm
ir-hashjin,ir-gehraz,near,osm
ir-jafarabad,ir-n5548452586,near,osm
ir-heidarabad,ir-n11633749766,near,osm
ir-heidarabad,ir-n12253594208,near,osm
ir-heidarabad,ir-n12229238391,near,osm
ir-mohamad-abad,ir-n12269808845,near,osm
ir-mohamad-abad,ir-n11633697025,near,osm
ir-mohamad-abad,ir-shahid-dastgheib-community,near,osm
ir-farhang-shahr-3,ir-n13300348455,near,osm
ir-farhang-shahr-3,ir-n11633710850,near,osm
ir-farhang-shahr-3,ir-n12250321878,near,osm
ir-shahrake-fatemiyeh,ir-n11633710850,near,osm
ir-shahrake-fatemiyeh,ir-n12249005653,near,osm
ir-shahrake-fatemiyeh,ir-n13300348455,near,osm
ir-n4459619589,ir-n11149637571,near,osm
ir-n4459619589,ir-shahid-dastgheib-community,near,osm
ir-n4459619589,ir-n12269808845,near,osm
ir-isargaran-community,ir-n11672292691,near,osm
ir-isargaran-community,ir-enghelab-community,near,osm
ir-isargaran-community,ir-n11662152649,near,osm
ir-shahid-dastgheib-community,ir-n12269808845,near,osm
ir-shahid-dastgheib-community,ir-n11633697025,near,osm
ir-shahid-dastgheib-community,ir-n11149637571,near,osm
ir-enghelab-community,ir-n12547551031,near,osm
ir-enghelab-community,ir-n11672292691,near,osm
ir-enghelab-community,ir-n11662152649,near,osm
ir-n7685451298,ir-n7685451314,near,osm
ir-n7685451298,ir-n12229238391,near,osm
ir-n7685451298,ir-n12250321878,near,osm
ir-n7685451314,ir-n12250321878,near,osm
ir-n7685451314,ir-n12229238391,near,osm
ir-n11149637571,ir-n12269808845,near,osm
ir-n11633697025,ir-n12269808845,near,osm
ir-n11633710850,ir-n12250321878,near,osm
ir-n11633749762,ir-n13300348455,near,osm
ir-n11633749762,ir-farhang-shahr-3,near,osm
ir-n11633749762,ir-mohamad-abad,near,osm
ir-n11633749763,ir-n12323347103,near,osm
ir-n11633749763,ir-n13568856519,near,osm
ir-n11633749763,ir-n12269813322,near,osm
ir-n11633749764,ir-n13569886415,near,osm
ir-n11633749764,ir-n12292369231,near,osm
ir-n11633749764,ir-n12269813322,near,osm
ir-n11633749765,ir-n12269813316,near,osm
ir-n11633749765,ir-n12269813317,near,osm
ir-n11633749765,ir-n12294637105,near,osm
ir-n11633749766,ir-n12229238391,near,osm
ir-n11633749766,ir-n7685451298,near,osm
ir-n11662152649,ir-n12269808843,near,osm
ir-n11662152649,ir-n12269813313,near,osm
ir-n11662152649,ir-n12292004841,near,osm
ir-n11672292691,ir-n12547551031,near,osm
ir-n12249005653,ir-n12269813318,near,osm
ir-n12249005653,ir-n12269813321,near,osm
ir-n12253594208,ir-n11633749766,near,osm
ir-n12253594208,ir-n12229238391,near,osm
ir-n12269808843,ir-n12269813313,near,osm
ir-n12269808843,ir-n12294637103,near,osm
ir-n12269808844,ir-n12294637105,near,osm
ir-n12269808844,ir-n12294637104,near,osm
ir-n12269808844,ir-n12294637103,near,osm
ir-n12269813313,ir-n12269813314,near,osm
ir-n12269813313,ir-n12269813315,near,osm
ir-n12269813313,ir-n12294637103,near,osm
ir-n12269813314,ir-n12269813315,near,osm
ir-n12269813314,ir-n12292004841,near,osm
ir-n12269813315,ir-n12269813316,near,osm
ir-n12269813316,ir-n12269813317,near,osm
ir-n12269813316,ir-n12269813314,near,osm
ir-n12269813317,ir-n12269813318,near,osm
ir-n12269813317,ir-n12269813315,near,osm
ir-n12269813318,ir-n12269813321,near,osm
ir-n12269813318,ir-n12269813319,near,osm
ir-n12269813319,ir-n12269813320,near,osm
ir-n12269813319,ir-n12292369230,near,osm
ir-n12269813320,ir-n12269813321,near,osm
ir-n12269813320,ir-n12292369231,near,osm
ir-n12269813321,ir-n12292369231,near,osm
ir-n12269813321,ir-n12269813322,near,osm
ir-n12269813322,ir-n12292369231,near,osm
ir-n12292004841,ir-n12269813313,near,osm
ir-n12292004841,ir-n12269813315,near,osm
ir-n12292369230,ir-n13283894758,near,osm
ir-n12292369230,ir-n12269813320,near,osm
ir-n12292369231,ir-n13569886415,near,osm
ir-n12294637103,ir-n12294637105,near,osm
ir-n12294637104,ir-n12294637105,near,osm
ir-n12294637104,ir-n12294637103,near,osm
ir-n12323347103,ir-n13568856519,near,osm
ir-n12323347103,ir-n13569886415,near,osm
ir-n12547551031,ir-n12292004841,near,osm
ir-n13283894758,ir-n12269813320,near,osm
ir-n13283894758,ir-n11633749764,near,osm
ir-n13568856519,ir-n13569886415,near,osm
ir-n13568856519,ir-n11633749764,near,osm
ir-qaleh-ganj,ir-n4449327826,near,osm
ir-qaleh-ganj,ir-n4449329631,near,osm
ir-qaleh-ganj,ir-n4449326959,near,osm
ir-n4449326140,ir-n12343923413,near,osm
ir-n4449326140,ir-n12343923412,near,osm
ir-n4449326140,ir-n4449329331,near,osm
ir-n4449326959,ir-n4449329746,near,osm
ir-n4449326959,ir-n4449327826,near,osm
ir-n4449327826,ir-n4449329631,near,osm
ir-n4449327826,ir-n4449328985,near,osm
ir-n4449328725,ir-n4449328726,near,osm
ir-n4449328725,ir-n4449329331,near,osm
ir-n4449328725,ir-n12343923412,near,osm
ir-n4449328726,ir-n4449329331,near,osm
ir-n4449328726,ir-n12343923412,near,osm
ir-n4449328985,ir-n4449329746,near,osm
ir-n4449328985,ir-n4449328726,near,osm
ir-n4449328985,ir-qaleh-ganj,near,osm
ir-n4449329746,ir-qaleh-ganj,near,osm
ir-n12343923412,ir-n12343923413,near,osm
ir-n12343923413,ir-n4449329331,near,osm
ir-kond-rud,ir-basmenj,near,osm
ir-qara-aghaj,ir-n10166730898,near,osm
ir-qara-aghaj,ir-n5528600034,near,osm
ir-n5528600034,ir-n10166730898,near,osm
ir-tikmedash,ir-n3227913067,near,osm
ir-tikmedash,ir-n4446818892,near,osm
ir-n3227913067,ir-n4446818892,near,osm
ir-kamyaran,ir-n5975930179,near,osm
ir-kamyaran,ir-shahrak-e-emam-khomeyni-3,near,osm
ir-shahrak-e-emam-khomeyni-3,ir-n5975930179,near,osm
ir-ravansar,ir-shahrak-e-ravansar,near,osm
ir-zargari-junction,ir-n6796251605,near,osm
ir-zargari-junction,ir-ghodusi-gharbi,near,osm
ir-ghodusi-gharbi,ir-n6796251605,near,osm
ir-eslahnejad-cross,ir-n4599477340,near,osm
ir-eslahnejad-cross,ir-n4707149075,near,osm
ir-eslahnejad-cross,ir-n9547975576,near,osm
ir-n4599477340,ir-n4707149075,near,osm
ir-n4599477340,ir-n9547975576,near,osm
ir-n4707149075,ir-n9547975575,near,osm
ir-n9547975575,ir-n9547975576,near,osm
ir-n9547975575,ir-eslahnejad-cross,near,osm
ir-n9547975576,ir-n4707149075,near,osm
ir-n941556524,ir-n6803029422,near,osm
ir-juyom,ir-n12339127077,near,osm
ir-n1292997997,ir-n1292998111,near,osm
ir-n1292997997,ir-n1292998881,near,osm
ir-n1292998111,ir-n1292998881,near,osm
ir-n1296111901,ir-n10210137072,near,osm
ir-n1296111901,ir-n10210137071,near,osm
ir-n1296111901,ir-n11795122627,near,osm
ir-sardasht-historic-district,ir-n11508072699,near,osm
ir-sardasht-historic-district,ir-n11793281523,near,osm
ir-sardasht-historic-district,ir-narmak-2,near,osm
ir-narmak-2,ir-n11581683815,near,osm
ir-narmak-2,ir-n11508072699,near,osm
ir-narmak-2,ir-n11793281523,near,osm
ir-n10210137071,ir-n10210137072,near,osm
ir-n10210137071,ir-sa-dabad-2,near,osm
ir-n10210137072,ir-n11795122627,near,osm
ir-sa-dabad-2,ir-n11793281523,near,osm
ir-sa-dabad-2,ir-n11581683815,near,osm
ir-vali-asr-3,ir-n11795122627,near,osm
ir-vali-asr-3,ir-n11793281524,near,osm
ir-vali-asr-3,ir-n10210137072,near,osm
ir-n11508072699,ir-n11793281523,near,osm
ir-n11581683815,ir-n11793281523,near,osm
ir-n11581683815,ir-n11793281522,near,osm
ir-n11786930800,ir-vali-asr-3,near,osm
ir-n11786930800,ir-n11793281524,near,osm
ir-n11786930800,ir-n11795122627,near,osm
ir-n11793281522,ir-n11793281524,near,osm
ir-n11793281522,ir-narmak-2,near,osm
ir-n11793281524,ir-n11795122627,near,osm
ir-n1356160088,ir-n8227497754,near,osm
ir-n1356160088,ir-tazeh-kand-e-jadid,near,osm
ir-tazeh-kand-e-jadid,ir-n8227497754,near,osm
ir-shemshak,ir-n7703507295,near,osm
ir-bagh-malek,ir-n5320435375,near,osm
ir-bagh-malek,ir-n5320437363,near,osm
ir-n5320435375,ir-n5320437363,near,osm
ir-karshenasan-phase-3,ir-n12054550317,near,osm
ir-karshenasan-phase-3,ir-n13907428054,near,osm
ir-karshenasan-phase-3,ir-n5728387891,near,osm
ir-n5728387891,ir-n5851073306,near,osm
ir-n5728387891,ir-n5851073307,near,osm
ir-n5728387891,ir-n13907429010,near,osm
ir-n5851073306,ir-n13907429010,near,osm
ir-n5851073306,ir-n5851073307,near,osm
ir-n5851073307,ir-n13907429010,near,osm
ir-karshenasan-phase-1,ir-1-7,near,osm
ir-karshenasan-phase-1,ir-n12641443448,near,osm
ir-karshenasan-phase-1,ir-2-5,near,osm
ir-n11907259993,ir-n13907428054,near,osm
ir-n11907259993,ir-n13907426051,near,osm
ir-n11907259993,ir-n13907429010,near,osm
ir-n12054550317,ir-n13907428054,near,osm
ir-n12054550317,ir-n5728387891,near,osm
ir-n12641443448,ir-n13907426051,near,osm
ir-n12641443448,ir-1-7,near,osm
ir-2-5,ir-n13907425837,near,osm
ir-2-5,ir-1-7,near,osm
ir-2-5,ir-2-6,near,osm
ir-n13907425837,ir-n13945922754,near,osm
ir-n13907425837,ir-1-7,near,osm
ir-n13907426051,ir-n13907428054,near,osm
ir-1-7,ir-2-6,near,osm
ir-2-6,ir-n13945922754,near,osm
ir-n13945922754,ir-2-5,near,osm
ir-enghelab-town,ir-n9104796155,near,osm
ir-enghelab-town,ir-n6276658652,near,osm
ir-enghelab-town,ir-n9104796156,near,osm
ir-n4207889910,ir-n9104796156,near,osm
ir-n4207889910,ir-n6337381399,near,osm
ir-n4207889910,ir-n6276658652,near,osm
ir-n5447733428,ir-n9104796155,near,osm
ir-n5447733428,ir-enghelab-town,near,osm
ir-n6276658652,ir-n6337381399,near,osm
ir-n6337381399,ir-enghelab-town,near,osm
ir-n9104796155,ir-n6276658652,near,osm
ir-n9104796155,ir-n6337381399,near,osm
ir-n9104796156,ir-n6276658652,near,osm
ir-100,ir-n7345469308,near,osm
ir-ladan-community,ir-shahrah-e-cheshmeh,near,osm
ir-enghelab-suburb,ir-n4761664410,near,osm
ir-enghelab-suburb,ir-n13081539949,near,osm
ir-enghelab-suburb,ir-navab-safavi-suburb-3,near,osm
ir-farhangian-suburb,ir-navab-safavi-suburb-5,near,osm
ir-farhangian-suburb,ir-navab-safavi-suburb-2,near,osm
ir-farhangian-suburb,ir-navab-safavi-suburb-4,near,osm
ir-navab-safavi-suburb,ir-n13081539949,near,osm
ir-navab-safavi-suburb,ir-navab-safavi-suburb-2,near,osm
ir-navab-safavi-suburb,ir-navab-safavi-suburb-3,near,osm
ir-n1739530613,ir-n12486544971,near,osm
ir-n1739530613,ir-n9088039978,near,osm
ir-n1739530613,ir-n4758238808,near,osm
ir-n4758232264,ir-n4758238753,near,osm
ir-n4758232264,ir-n4758238808,near,osm
ir-n4758232264,ir-farhangian-suburb,near,osm
ir-n4758238753,ir-n4758238808,near,osm
ir-n4758238753,ir-farhangian-suburb,near,osm
ir-n4758238808,ir-farhangian-suburb,near,osm
ir-n4758384448,ir-n4759606475,near,osm
ir-n4758384448,ir-n4758238808,near,osm
ir-n4758384448,ir-n1739530613,near,osm
ir-n4759606475,ir-n4760454875,near,osm
ir-n4759606475,ir-n4761646214,near,osm
ir-n4760454875,ir-n4761646214,near,osm
ir-n4760454875,ir-navab-safavi-suburb-3,near,osm
ir-n4761646214,ir-n4758384448,near,osm
ir-n4761664410,ir-n13081539949,near,osm
ir-n4761664410,ir-navab-safavi-suburb-2,near,osm
ir-n4761664410,ir-navab-safavi-suburb-5,near,osm
ir-n5193943959,ir-n9088039978,near,osm
ir-n5193943959,ir-n5193943962,near,osm
ir-n5193943959,ir-n12486544971,near,osm
ir-n5193943962,ir-n9088039978,near,osm
ir-n5193943962,ir-n10208301521,near,osm
ir-n9088039978,ir-n12486544971,near,osm
ir-n10113774574,ir-n4760454875,near,osm
ir-n10113774574,ir-enghelab-suburb,near,osm
ir-n10113774574,ir-navab-safavi-suburb-3,near,osm
ir-n10208301521,ir-n10764023695,near,osm
ir-n10208301521,ir-n5193943959,near,osm
ir-n10764023695,ir-n5193943962,near,osm
ir-n10764023695,ir-n5193943959,near,osm
ir-navab-safavi-suburb-2,ir-navab-safavi-suburb-5,near,osm
ir-navab-safavi-suburb-2,ir-navab-safavi-suburb-4,near,osm
ir-navab-safavi-suburb-3,ir-n13081539949,near,osm
ir-navab-safavi-suburb-3,ir-n4761664410,near,osm
ir-navab-safavi-suburb-4,ir-navab-safavi-suburb-5,near,osm
ir-n13081539949,ir-navab-safavi-suburb-2,near,osm
ir-n1966429565,ir-n2753207463,near,osm
ir-n1966429565,ir-n2753207470,near,osm
ir-n1966429565,ir-n2753207457,near,osm
ir-n2753207450,ir-n2753207470,near,osm
ir-n2753207450,ir-n2753207457,near,osm
ir-n2753207450,ir-n1966429565,near,osm
ir-n2753207457,ir-n2753207470,near,osm
ir-n2753207457,ir-n2753207463,near,osm
ir-n2753207463,ir-n2753207470,near,osm
ir-n13260948440,ir-n2753207457,near,osm
ir-n13260948440,ir-n2753207450,near,osm
ir-n13260948440,ir-n2753207463,near,osm
ir-n4471108387,ir-n6639719901,near,osm
ir-n4471108387,ir-mianrood-2,near,osm
ir-dizaj-town,ir-hesar-ghasaban,near,osm
ir-farhangian-town-3,ir-n11366160287,near,osm
ir-n2272682363,ir-shamlou-2,near,osm
ir-n2272682363,ir-n4888171556,near,osm
ir-n2272682363,ir-n2272682364,near,osm
ir-n2272682364,ir-n4865352368,near,osm
ir-n2272682364,ir-n4888171556,near,osm
ir-n4865352368,ir-n4888171556,near,osm
ir-n4865352368,ir-n2272682363,near,osm
ir-n4888171556,ir-shamlou-2,near,osm
ir-shamlou-2,ir-n2272682364,near,osm
ir-jamshidabad,ir-n4884705578,near,osm
ir-jamshidabad,ir-n4884705428,near,osm
ir-jamshidabad,ir-n4884705579,near,osm
ir-n2272682367,ir-n4902790928,near,osm
ir-n2272682367,ir-n2272682368,near,osm
ir-n2272682367,ir-n4884705579,near,osm
ir-n2272682368,ir-n4884705579,near,osm
ir-n2272682368,ir-n4902790928,near,osm
ir-n2272682369,ir-n2272682367,near,osm
ir-n2272682369,ir-n4884705422,near,osm
ir-n2272682369,ir-n4902790928,near,osm
ir-n4884045816,ir-n4884705605,near,osm
ir-n4884045816,ir-n4884705604,near,osm
ir-n4884045816,ir-n4884705603,near,osm
ir-n4884705274,ir-halal-breim,near,osm
ir-n4884705274,ir-n4884705276,near,osm
ir-n4884705274,ir-n11099042956,near,osm
ir-halal-breim,ir-n4884705276,near,osm
ir-halal-breim,ir-n4888086133,near,osm
ir-n4884705276,ir-n11076780990,near,osm
ir-n4884705277,ir-n10939520495,near,osm
ir-n4884705277,ir-n4888086132,near,osm
ir-n4884705277,ir-n11076780990,near,osm
ir-n4884705421,ir-n4884705422,near,osm
ir-n4884705421,ir-n2272682368,near,osm
ir-n4884705421,ir-n4884705579,near,osm
ir-n4884705422,ir-n2272682368,near,osm
ir-n4884705422,ir-n4884705579,near,osm
ir-n4884705428,ir-n4884705578,near,osm
ir-n4884705428,ir-n4884705579,near,osm
ir-n4884705578,ir-n4884705579,near,osm
ir-n4884705579,ir-n4902790928,near,osm
ir-n4884705603,ir-n4888171557,near,osm
ir-n4884705603,ir-n4888086133,near,osm
ir-n4884705603,ir-n4884705605,near,osm
ir-n4884705604,ir-petrocimy,near,osm
ir-n4884705604,ir-n4884705277,near,osm
ir-n4884705605,ir-n4888086133,near,osm
ir-n4884705605,ir-halal-breim,near,osm
ir-n4884705619,ir-n5106248608,near,osm
ir-n4884705619,ir-n11377427711,near,osm
ir-n4884705619,ir-n4888171557,near,osm
ir-n4888086132,ir-n10939520495,near,osm
ir-n4888086132,ir-n11076780990,near,osm
ir-n4888086133,ir-n11099042956,near,osm
ir-n4888171557,ir-n11099042956,near,osm
ir-n4888171557,ir-n11377427711,near,osm
ir-n5106248608,ir-n11377427711,near,osm
ir-n5106248608,ir-n4888171557,near,osm
ir-petrocimy,ir-n4884705277,near,osm
ir-petrocimy,ir-n11076780990,near,osm
ir-petrocimy,ir-n4884705276,near,osm
ir-n5710820010,ir-n11099042956,near,osm
ir-n5710820010,ir-n11377427711,near,osm
ir-n5710820010,ir-n4888171557,near,osm
ir-n10939520495,ir-n11076780990,near,osm
ir-n11099042956,ir-halal-breim,near,osm
ir-n11377427711,ir-n11099042956,near,osm
ir-ahmad-abad-4,ir-n7025123039,near,osm
ir-ahmad-abad-4,ir-n13239118284,near,osm
ir-ahmad-abad-4,ir-n6430775928,near,osm
ir-n4415618685,ir-n7025123039,near,osm
ir-n4415618685,ir-n6430775928,near,osm
ir-n4415618685,ir-ahmad-abad-4,near,osm
ir-qodes,ir-n6430615863,near,osm
ir-qodes,ir-n6430615864,near,osm
ir-qodes,ir-islamabad-4,near,osm
ir-islamabad-4,ir-n6430615864,near,osm
ir-islamabad-4,ir-n6430615863,near,osm
ir-n6430615846,ir-n13239118284,near,osm
ir-n6430615846,ir-n13239134196,near,osm
ir-n6430615846,ir-n6430615864,near,osm
ir-n6430615863,ir-n6430615864,near,osm
ir-n6430775928,ir-n7025123039,near,osm
ir-n13239118284,ir-n13239134196,near,osm
ir-n13239134196,ir-n13391556109,near,osm
ir-n13391556109,ir-n6430615846,near,osm
ir-n13391556109,ir-islamabad-4,near,osm
ir-larim,ir-n4422680794,near,osm
ir-n2483537872,ir-n9872742535,near,osm
ir-n2483537872,ir-n9872742542,near,osm
ir-n2483537872,ir-n9872742546,near,osm
ir-n5296365577,ir-n5296365590,near,osm
ir-n5296365577,ir-n9213986819,near,osm
ir-n5296365577,ir-n9213986820,near,osm
ir-n5296365590,ir-n9213986819,near,osm
ir-n5296365590,ir-n9213986820,near,osm
ir-n5599595803,ir-n13898576646,near,osm
ir-n5599595803,ir-n7774329397,near,osm
ir-n5599595803,ir-n13563692964,near,osm
ir-imam-ali-township,ir-n13898576646,near,osm
ir-imam-ali-township,ir-n13563692964,near,osm
ir-imam-ali-township,ir-n7774329397,near,osm
ir-n6517411357,ir-n13563720449,near,osm
ir-n6517411357,ir-n9213986820,near,osm
ir-n6517411357,ir-n9872742542,near,osm
ir-n7774329397,ir-n13563692964,near,osm
ir-n7774329397,ir-n7774329398,near,osm
ir-n7774329397,ir-n13898576646,near,osm
ir-n7774329398,ir-n13563692964,near,osm
ir-n7774329398,ir-imam-ali-township,near,osm
ir-n9213986819,ir-n9213986820,near,osm
ir-n9213986819,ir-n9872742535,near,osm
ir-n9213986819,ir-n2483537872,near,osm
ir-n9213986820,ir-n9872742535,near,osm
ir-n9213986820,ir-n9872742542,near,osm
ir-n9872742535,ir-n9872742542,near,osm
ir-n9872742542,ir-n9872742546,near,osm
ir-n9872742546,ir-n13563720449,near,osm
ir-n13563720449,ir-n9872742542,near,osm
ir-n13898576646,ir-n13563692964,near,osm
ir-dabiran,ir-n12389485517,near,osm
ir-dabiran,ir-n12389485516,near,osm
ir-n12389485516,ir-n12389485517,near,osm
ir-khur-3,ir-n8493818747,near,osm
ir-khur-3,ir-n8493818748,near,osm
ir-n8493818747,ir-n8493818748,near,osm
ir-farasfaj,ir-n6207771506,near,osm
ir-giyan-2,ir-sarcheshmeh,near,osm
ir-giyan-2,ir-kakolabad,near,osm
ir-giyan-2,ir-chaleh-2,near,osm
ir-shahrak-e-seyed,ir-shahrak-e-maskan-e-mehr,near,osm
ir-shahrak-e-seyed,ir-kakolabad,near,osm
ir-shahrak-e-seyed,ir-chaleh-2,near,osm
ir-shahrak-e-maskan-e-mehr,ir-chaleh-2,near,osm
ir-shahrak-e-maskan-e-mehr,ir-kakolabad,near,osm
ir-kakolabad,ir-sarcheshmeh,near,osm
ir-kakolabad,ir-chaleh-2,near,osm
ir-chaleh-2,ir-sarcheshmeh,near,osm
ir-sar-e-kucheh,ir-sarcheshmeh,near,osm
ir-sar-e-kucheh,ir-giyan-2,near,osm
ir-sar-e-kucheh,ir-kakolabad,near,osm
ir-qorveh-e-darjazin,ir-n4915341300,near,osm
ir-qorveh-e-darjazin,ir-n5692356624,near,osm
ir-n4915341300,ir-n5692356624,near,osm
ir-gazik,ir-n5592154326,near,osm
ir-shen-chal,ir-n11505477731,near,osm
ir-shen-chal,ir-eslam-abad-14,near,osm
ir-shen-chal,ir-n13563602211,near,osm
ir-beheshti-mahaleh,ir-kebrit-mahaleh,near,osm
ir-beheshti-mahaleh,ir-abendansar,near,osm
ir-beheshti-mahaleh,ir-n5884575554,near,osm
ir-jamnan,ir-n5884575554,near,osm
ir-jamnan,ir-n11505477731,near,osm
ir-jamnan,ir-beheshti-mahaleh,near,osm
ir-eskandarkola,ir-malek-kola,near,osm
ir-eskandarkola,ir-darzikola,near,osm
ir-eskandarkola,ir-n13563613433,near,osm
ir-chemazkoti,ir-n13563602211,near,osm
ir-chemazkoti,ir-koochaksara,near,osm
ir-chemazkoti,ir-shen-chal,near,osm
ir-n5455030627,ir-chemazkoti,near,osm
ir-n5455030627,ir-n5884411952,near,osm
ir-n5455030627,ir-cheshmeh-sar,near,osm
ir-n5884411952,ir-cheshmeh-sar,near,osm
ir-n5884411952,ir-eslam-abad-14,near,osm
ir-n5884411952,ir-shen-chal,near,osm
