place,name,kind,source
ir-haqshenas-boulevard,شهریاری,colloquial,osm
ir-islamic-republic-square,دروازه تهران,colloquial,osm
ir-ahmad-abad-squre,فلکه احمدآباد,colloquial,osm
ir-w480967747,رجایی,colloquial,osm
ir-w481008148,معراج ۴۸,colloquial,osm
ir-shahid-vahid-soleimani,وحید شهید سلیمانی,colloquial,osm
ir-shahid-vahid-soleimani,وحید شهید,colloquial,osm
ir-allameh-bahr-al-alum-boulevard,بلوار اوستا,old,osm
ir-karvane-shohada,اداره برقگ,colloquial,osm
ir-shahid-soleymani-boulevard-2,جاده ملارد,old,osm
ir-33rd-street,یازدهم قدیم,old,osm
ir-w481171067,فلکه پنجم,colloquial,osm
ir-28th-golestan,اسکندی,colloquial,osm
ir-w481172529,گلستان ۱۴,old,osm
ir-w481172529,ارشاد,colloquial,osm
ir-w481404518,دویست و دوازده شرقی,colloquial,osm
ir-kashani-avenue,خیابان یکطرفه,colloquial,osm
ir-shahid-sa-adati-boulevard,دانشگاه جنوبی,old,osm
ir-shahid-sa-adati-boulevard,مدرس جنوبی,colloquial,osm
ir-w481995975,دکتر بهشتی,colloquial,osm
ir-w482232675,بلوار چالدران,colloquial,osm
ir-shariati-street-13,خیابان شمیران,old,osm
ir-soleymani-boulevard-3,جاده ملارد,old,osm
ir-w482781395,میدان الف,colloquial,osm
ir-shahid-soleimani-expressway-10,بزرگراه رسالت,old,osm
ir-shahid-soleimani-expressway-11,بزرگراه رسالت,old,osm
ir-arvand-st,کیان‌آباد,colloquial,osm
ir-w483091889,خیابان شهید بایزیدی,colloquial,osm
ir-w483207736,کوزه گری,colloquial,osm
ir-shohadaye-mena,سلسبیل,old,osm
ir-shohadaye-mena,رودکی شمالی,colloquial,osm
ir-w483426522,کنارگذر بلوار توس,colloquial,osm
ir-mahram-street,مدبر,old,osm
ir-shakoori-st,اسفندیاری,colloquial,osm
ir-shakoori-st,محمدرضا شکوری,spelling,osm
ir-w484321441,خیابان نهر فیروزآباد,old,osm
ir-shahid-soleimani-expressway-12,بزرگراه رسالت,old,osm
ir-w484574440,جاده مشهد - طرقبه,colloquial,osm
ir-w484650163,فلکه سرداران,spelling,osm
ir-shahid-khazri,مسیل باختر,old,osm
ir-w484858617,بلوار ولایت,colloquial,osm
ir-w484876884,قیصریه,colloquial,osm
ir-w484879159,بلوار شهید فراست,spelling,osm
ir-w484881445,۲۴متری مسجد علی ابن ابیطالب,spelling,osm
ir-lakan-boulevard,بلوار لاکان,colloquial,osm
ir-w485048997,میدان طاووس,colloquial,osm
ir-w485232071,خاتم 5,colloquial,osm
ir-w485312344,جرجانی,colloquial,osm
ir-jomhuriye-eslami-street-4,شاه,old,osm
ir-w485478199,شهید بی غم,colloquial,osm
ir-jomhuriye-eslami-street-5,شاه,old,osm
ir-w485625781,فرهنگ شرقي,colloquial,osm
ir-w485625782,فرهنگ غربي,colloquial,osm
ir-artesh-expressway-2,بلوار لشکرک,old,osm
ir-tohid-13,کندی,old,osm
ir-azadi-street-13,خیابان آیزنهاور,old,osm
ir-azadi-street-13,خیابان آزادی,spelling,osm
ir-w485903880,میدان خزر,colloquial,osm
ir-w485928171,جاده امیرکبیر,colloquial,osm
ir-w486144016,خیابان ششم بهمن,colloquial,osm
ir-w486344319,نشاط,old,osm
ir-w486555974,شمس تبریزی,colloquial,osm
ir-moosa-namjoo-st,گرگان,old,osm
ir-w487670679,بلوار حیدری,spelling,osm
ir-w487776237,بلوار ایثار جنوبی,old,osm
ir-w488123261,میدان فلسطین,colloquial,osm
ir-golestan-boulevard-7,کوهسار,old,osm
ir-imam-khomeini-boulevard-44,شهید سلیمانی,colloquial,osm
ir-imam-khomeini-boulevard-45,شهید سلیمانی,colloquial,osm
ir-rezai-shahid,قدغون,old,osm
ir-w489665450,امیرکبیر,colloquial,osm
ir-w489742572,نارمک,old,osm
ir-w489742573,نارمک,old,osm
ir-w489742575,دکتر آیت,colloquial,osm
ir-north-ayatollah-taleghani-blvd-4,بلوار کوروش,old,osm
ir-north-ayatollah-taleghani-blvd-4,بلوار آیت‌الله طالقانی شمالی,spelling,osm
ir-ferdowsi-square-13,میدان فردوسی,spelling,osm
ir-w490845835,کنارگذر شهید همدانی,colloquial,osm
ir-martyr-haji-babaei-boulevard-2,بلوار بدیع الزمان همدانی,old,osm
ir-martyr-haji-babaei-boulevard-2,بلوار شهید حاجی بابایی,colloquial,osm
ir-w490848017,تقاطع غیرهمسطح سردار همدانی,colloquial,osm
ir-w490848017,پل شهید همدانی,colloquial,osm
ir-w490849230,میدان استاد یاور همدانی,colloquial,osm
ir-w490853675,تقاطع غیرهمسطح سردار شهید حسن صوفی,colloquial,osm
ir-w491133080,میصیر قهوه سی,colloquial,osm
ir-w491260778,میدان بهجت,colloquial,osm
ir-w491326176,مریم,spelling,osm
ir-eskandari-2,راه پیما,old,osm
ir-w491627392,ارس,colloquial,osm
ir-w491720898,بوستان سوم,spelling,osm
ir-w492415462,اما رضا(ع),colloquial,osm
ir-w492567962,سی و پنج متری,colloquial,osm
ir-w492567965,خیابان قزوین,old,osm
ir-w492567965,قزوین,colloquial,osm
ir-w492574414,خیابان قزوین,old,osm
ir-w492574414,قزوین,colloquial,osm
ir-baharestan-23,گوشه گابله,old,osm
ir-w493022156,حضرت خدیجه,colloquial,osm
ir-w493022157,حضرت خدیجه,colloquial,osm
ir-south-asadabadi-street-2,ارگ جنوبی,colloquial,osm
ir-shahid-farrahi-square,میدان شهرداری,colloquial,osm
ir-w493423981,گلشن,old,osm
ir-w493424454,دانشکده کشاورزی,colloquial,osm
ir-w493445223,لفتون,colloquial,osm
ir-w493685537,مانی,spelling,osm
ir-w493685540,فروغی,spelling,osm
ir-roudaki-2,سلسبیل,old,osm
ir-south-roudaki,سلسبیل,old,osm
ir-south-roudaki,رودکی جنوبی,colloquial,osm
ir-w493947228,رودخانه,colloquial,osm
ir-mohammad-dadkhah,داور,colloquial,osm
ir-w494552414,بزرگراه شهید سهراب نوروزی,colloquial,osm
ir-w494731035,کوثر-شاهین,colloquial,osm
ir-w495006323,رحیم آباد,colloquial,osm
ir-w495051548,قلعه مرغی,colloquial,osm
ir-w495618784,گلمهر,spelling,osm
ir-w495623408,مصالح فروشان,spelling,osm
ir-w495806558,میدان سردار شهید سلیمانی,colloquial,osm
ir-w496257713,هشت بهشت,colloquial,osm
ir-w496270228,چهل و ششم,colloquial,osm
ir-w496581953,سرداران,spelling,osm
ir-w497380260,کوی ۱۴,colloquial,osm
ir-hossin-kamran,حسین کامران,colloquial,osm
ir-forest-ranger-coastal-road,مسیر شمالی پارک جنگلی ناژوان,colloquial,osm
ir-w497647998,ایران جوجه,colloquial,osm
ir-w498022542,شهید رضایی,colloquial,osm
ir-w498124322,خیابان شهید بهشتی,colloquial,osm
ir-w498125904,خیابان دکتر نایبی,colloquial,osm
ir-w498659691,بلوار اقاقیا,colloquial,osm
ir-karroubi-square,میدان علی ابن ابیطالب,colloquial,osm
ir-shirudi-2,خرم,colloquial,osm
ir-shirudi-3,خرم,colloquial,osm
ir-w499266797,سهراب پهلوانی,colloquial,osm
ir-shahid-panjeh-band,ماهان,old,osm
ir-w500119170,اصغر نوروزی,colloquial,osm
ir-w500409561,شهرداری,colloquial,osm
ir-w500710694,بهارستان,colloquial,osm
ir-w502831624,بلوار زون ۱,colloquial,osm
ir-khayam-street-3,شهید سوم,colloquial,osm
ir-hadi-chupan-boulevard-3,یاوران غربی,colloquial,osm
ir-salman-pour-zahir,سنبل,old,osm
ir-salman-pour-zahir,شهید غلامرضا سلمان پور,colloquial,osm
ir-w504357503,کوثر شرقی,colloquial,osm
ir-khawaja-shamsuddin-kishi,ولایت,colloquial,osm
ir-khawaja-shamsuddin-kishi-2,ولایت,colloquial,osm
ir-w504782617,میدان بسیج,old,osm
ir-w505051434,چشمه بزرگ,colloquial,osm
ir-w505340671,بلوار احمد بیگداشتی فرهنگیان فاز 2,colloquial,osm
ir-w505340671,بلوار فرهنگیان فاز دو,colloquial,osm
ir-w505622372,آرمن,colloquial,osm
ir-voskanian-2,آفتاب,colloquial,osm
ir-w506394611,شهید غلامعلی رحیمی,colloquial,osm
ir-shahid-solgi-boulevard,بلوار شهید سلگی,colloquial,osm
ir-laari-najafi,۲۰ متری نادر,old,osm
ir-mardan-khoda-roundabout,فلکه پرواز,old,osm
ir-hafez-square-6,میدان حافظیه,colloquial,osm
ir-hojatollah-goodarzi,اندیشه,colloquial,osm
ir-w507777415,گلستان ۱۶,colloquial,osm
ir-32nd-street,احمد نسب,colloquial,osm
ir-shahid-soleimani-5,پاسداران,colloquial,osm
ir-w508763449,بیست متری شمیران نو شهداء,colloquial,osm
ir-shahid-sadoughi-boulevard,جاده تهران,colloquial,osm
ir-w509158047,میدان شمیران نو,colloquial,osm
ir-abouzar-st,میدان ابوذر,spelling,osm
ir-w509491493,بلوار بعثت,colloquial,osm
ir-w509584193,سلمان فارسی,colloquial,osm
ir-w509680147,صورتی,colloquial,osm
ir-shahid-khojasteh,خیابان شهید خجسته,colloquial,osm
ir-taleqani-street-7,سردار باقری,colloquial,osm
ir-ostad-hasan-e-banna-4,مجیدیه شمالی,old,osm
ir-mir-fendereski-street,میر,colloquial,osm
ir-ayatullah-kashani-boulevard-6,بزرگراه آیت الله کاشانی,old,osm
ir-ayatullah-kashani-boulevard-6,بلوار آتاتورک,colloquial,osm
ir-vosough-square,میدان وثوق,colloquial,osm
ir-persian-gulf-boulevard-10,زیرگذر بلوار خلیج فارس,colloquial,osm
ir-w512390914,کنارگذر شهید همدانی,colloquial,osm
ir-w512885115,ایرانمهر,old,osm
ir-north-rasol-e-akram-boulevard,بلوار امام علی,colloquial,osm
ir-sardar-soleimani-square,میدان زائران کربلا,old,osm
ir-shabanlou-2,جوان شیر,colloquial,osm
ir-w514278321,بلوار آخوندی,spelling,osm
ir-bahar-7,مادی ارزنان,colloquial,osm
ir-w514534894,بیاتانی,colloquial,osm
ir-w515686666,میدان تاج قدیم,colloquial,osm
ir-aghaei-2,آقائی,colloquial,osm
ir-w515960811,ورودی قدیم شهر جدید مهستان,colloquial,osm
ir-w516357067,جاده ساحلی,colloquial,osm
ir-afif-abad-street-alley-6,خیابان عفیف آباد کوچه ۶,colloquial,osm
ir-w516968216,زاینده رود,colloquial,osm
ir-w518326478,خرم ۱۴,colloquial,osm
ir-w518409940,شهید اقبال پور,colloquial,osm
ir-w518419101,درختی,old,osm
ir-hamedani-expressway-7,پل شهید محمد رضا زرین,spelling,osm
ir-ferdowsi-boulevard-12,بلوار فردوسی,spelling,osm
ir-daneshgah-sanati-highway,بزرگراه سردار شهید قاسم سلیمانی,colloquial,osm
ir-khajovi-kermani-square,میدان خواجوی کرمانی,spelling,osm
ir-w519489156,لاله,colloquial,osm
ir-imam-khomeini-16,رانیە,colloquial,osm
ir-w519719629,دهۆک,colloquial,osm
ir-w519719632,هەولێر,colloquial,osm
ir-sarbaz-boulevard-3,بلوار سرباز,spelling,osm
ir-gandi-square,میدان گاندی,spelling,osm
ir-yalda-boulevard,بلوار مهارلو,colloquial,osm
ir-w520614736,بازرگانی,colloquial,osm
ir-w520645034,گنجعلیخان,colloquial,osm
ir-ghadir-square-15,میدان چاهداشی,colloquial,osm
ir-ziba-kenar-2,شهید اسماعیل غلامی یاراحمدی,colloquial,osm
ir-lari-street,لاری,colloquial,osm
ir-w521904760,خاور,colloquial,osm
ir-w522396797,عسجدی,colloquial,osm
ir-w522435989,خیابان آزادگان سوم,old,osm
ir-beheshti-26,شهید سالاروند,colloquial,osm
ir-shahid-ebrahimi-4,مسلم جنوبی ۱۶,colloquial,osm
ir-keshavarz-boulevard-20,بلوار کشاورز,spelling,osm
ir-shahid-salami-expressway-5,بزرگراه آزادگان,colloquial,osm
ir-basij-expressway-13,افسریه,old,osm
ir-cheraghi-expressway-5,جوانه,colloquial,osm
ir-w523847715,عمارت,colloquial,osm
ir-w523905860,بلوار کاشفی,colloquial,osm
ir-amir-kabir-street-7,شاهپور جدید,colloquial,osm
ir-w524227803,شصت و سوم امام خمینی ۶۳,colloquial,osm
ir-w524301645,بلوار شهید چمران,colloquial,osm
ir-behesht-boulevard-3,بلوار شهید میرزا سلگی,colloquial,osm
ir-w524780857,انقلاب 26,colloquial,osm
ir-w524823630,وحدت,colloquial,osm
ir-w524958099,اویس قرنی,colloquial,osm
ir-w525241983,پل مهرشهر,spelling,osm
ir-w525678172,امام خمینی,colloquial,osm
ir-shohada-sq-4,میدان شهدا,spelling,osm
ir-shohada-naja,تخت طاووس,old,osm
ir-w526346543,بلوار سما,spelling,osm
ir-w526538841,بوستان,colloquial,osm
ir-azadi-blvd-4,بلوار مقامی,spelling,osm
ir-azadi-blvd-5,بلوار مقامی,spelling,osm
ir-w526753817,عابدینی نیا,colloquial,osm
ir-mostafa-khomeini-arak,اراک,old,osm
ir-w526856540,شهید مسلم خیزاب,colloquial,osm
ir-w526893615,وحدت,old,osm
ir-w526893615,عباس آباد,colloquial,osm
ir-w526936687,بلوار جانباز,old,osm
ir-w527145615,فتح المبین ۱,colloquial,osm
ir-w527480980,شهید مصطفی مردانی,colloquial,osm
ir-w527525260,همیشه بهار,colloquial,osm
ir-w528064966,شهید عزت اله مرادی,colloquial,osm
ir-37-44,مطهری 44,colloquial,osm
ir-w528422656,پاسداران ۱۹,colloquial,osm
ir-w528433445,خیبر ۲۸ - ذوالفقار ۱۹,colloquial,osm
ir-w528653637,میدان سرچشمه,colloquial,osm
ir-soleymani-boulevard-4,جاده ملارد,old,osm
ir-w528943786,طالقانی,colloquial,osm
ir-south-ringway,کمربندی جنوبی,colloquial,osm
ir-w529536577,همت شمالی,old,osm
ir-w529730950,فرخی ۷,colloquial,osm
ir-mostafa-khomeini-arak-2,اراک,old,osm
ir-w529924434,شهید ناصر سرپرست,colloquial,osm
ir-w529950824,ویلاشهر,colloquial,osm
ir-w529998339,ترمینال,colloquial,osm
ir-w530022103,زازران به فلاورجان,colloquial,osm
ir-w530022104,جاده زازران-کوشک,colloquial,osm
ir-w530023429,شاهکویی,colloquial,osm
ir-w530117744,میدان اصلی وحیدیه,colloquial,osm
ir-w530311897,بزرگراه هشت بهشت,colloquial,osm
ir-w530587227,روبرو هنرستان علم و صنعت,colloquial,osm
ir-w530588296,جوان,spelling,osm
ir-shahid-motevaselian-expressway-9,جاده قدیم کرج,old,osm
ir-shahid-motevaselian-expressway-9,بزرگراه فتح,colloquial,osm
ir-w531693764,خیابان ده مجنون,colloquial,osm
ir-qanat-e-kowsar-square,میدان قنات کوثر,old,osm
ir-yadegar-e-emam-expressway-20,بزرگراه ۱۰۰,old,osm
ir-hemmat-expressway-20,بزرگراه شمال عباس آباد,old,osm
ir-w532382926,پل شریعتی,colloquial,osm
ir-w532382927,پل شریعتی,colloquial,osm
ir-w532531160,بلوار محتشم,colloquial,osm
ir-imam-hossein-boulevard-2,بلوار امام حسین,spelling,osm
ir-freiburg-street-2,مصلی,old,osm
ir-enghelab-eslami-street,مشیر فاطمی,old,osm
ir-w533425069,فنس,colloquial,osm
ir-w533472982,خیابان یاسینی,colloquial,osm
ir-w533650061,مقداد,colloquial,osm
ir-roudaki-3,سلسبیل,old,osm
ir-roudaki-3,رودکی جنوبی,colloquial,osm
ir-w534059906,شهید حسین ابولحسنی,colloquial,osm
ir-w534093731,بلوار ولیعصر عج,colloquial,osm
ir-w534304989,میدان وحدت,colloquial,osm
ir-w534791357,جاده چمخاله,colloquial,osm
ir-w534826523,پل ارجستان,old,osm
ir-w534826523,پل شهید قهرمانی,colloquial,osm
ir-w534826524,خیابان شهید باهنر,colloquial,osm
ir-w534826525,پل ارجستان,old,osm
ir-w534826525,پل شهید قهرمانی,colloquial,osm
ir-w535532498,سروش,colloquial,osm
ir-w536091007,یگان ویژه,colloquial,osm
ir-w536297223,مساوات,colloquial,osm
ir-w536297382,شکیبا,colloquial,osm
ir-w536351934,بلوار کوه نور,colloquial,osm
ir-w536448705,قدس پانزدهم,colloquial,osm
ir-w536965481,عمر قدم,colloquial,osm
ir-w537174345,آق تپه,colloquial,osm
ir-w537768625,شهید داوودی,colloquial,osm
ir-w537771207,مهمانسرا ١٢,old,osm
ir-w537785878,برق,colloquial,osm
ir-hamid-rahimi-st-3,افسریه چهارم,colloquial,osm
ir-w538186494,رحیل ۵,colloquial,osm
ir-navab-safavi-square-2,میدان ساعت,colloquial,osm
ir-w538492635,شیمیایی,colloquial,osm
ir-davood-golshandoost-4,مسیل باختر,colloquial,osm
ir-nik-bakhsh-blvd,بلوار نیک بخش,spelling,osm
ir-abdolabad-square,میدان عبدل‌آباد,spelling,osm
ir-afshari,ساقدوش,old,osm
ir-sartakht,خیابان فاطمیه,colloquial,osm
ir-w540477680,آفتاب,colloquial,osm
ir-w540477697,میدان هلکوپتر,old,osm
ir-w540477697,میدان شهید چله دوان,colloquial,osm
ir-madar-square-8,میدان محسنی,old,osm
ir-w541359424,بلوار خلیج فارس,colloquial,osm
ir-sarbaz-square-2,میدان امام شافعی,colloquial,osm
ir-w541785139,خیابان شفا,colloquial,osm
ir-basij-expressway-15,بزرگراه امام رضا (ع),old,osm
ir-w541820583,جاده نیار,colloquial,osm
ir-shahid-rajaei-7,ایرانشهر,colloquial,osm
ir-w541920081,میدان فانوس,colloquial,osm
ir-w541928332,۲۲ بهمن شمالی ۱۵,colloquial,osm
ir-shahid-motahhari-street,خیابان دارایی,colloquial,osm
ir-w542327056,خروجی به صنایع جنوب,old,osm
ir-allahgholi-khan-moghtaderi-boulevard,هجرت,colloquial,osm
ir-w542885142,خیابان شهید مفتح,colloquial,osm
ir-w542885142,خیابان سراب,colloquial,osm
ir-w542909512,ذاکری۲,colloquial,osm
ir-w544701768,مدآقاسیا,colloquial,osm
ir-khalaj-4,سیدی,old,osm
ir-w544983896,بهار,colloquial,osm
ir-hajizadeh-street,بلوار بنفشه,colloquial,osm
ir-emam-hossein-square-12,میدان جهاد,old,osm
ir-honardar-blvd-2,بلوار هنردار,colloquial,osm
ir-w545499960,میدان قصبه شهر,colloquial,osm
ir-w545520488,مطهری,colloquial,osm
ir-w545520540,صدوقی,colloquial,osm
ir-w545524952,میدان صنعت,colloquial,osm
ir-rajaei-boulevard-4,فرهنگ شهر,colloquial,osm
ir-w546860889,تابش,old,osm
ir-w546860889,روحانی,colloquial,osm
ir-lashgari-expressway-10,جاده مخصوص کرج,old,osm
ir-basij-expressway-16,بزرگراه امام رضا (ع),old,osm
ir-sardar-asa-d-square,میدان سردار اسعد,colloquial,osm
ir-sa-di-farabi,فارابی,old,osm
ir-w548097751,۱۲ متری,colloquial,osm
ir-w548097754,شهدای عشایر,colloquial,osm
ir-w548225395,آرین,colloquial,osm
ir-w548516607,۲۰ متری,colloquial,osm
ir-w548668677,مرشدی ۵,colloquial,osm
ir-w548916559,بلوار شهدای مدافع حرم,colloquial,osm
ir-w549725750,بزرگراه شهید سهراب نوروزی,colloquial,osm
ir-w549725760,بزرگراه شهید سهراب نوروزی,colloquial,osm
ir-w549774331,نصیری,colloquial,osm
ir-shohada-19,کشتارگاه,old,osm
ir-w549918897,بیست متری خیبر جنوبی,colloquial,osm
ir-motahari-avenue-2,کمربندی عیش آباد,colloquial,osm
ir-abbaspour-street-3,توانیر,old,osm
ir-sardaran-square-3,دروازه تهران,colloquial,osm
ir-w550852475,مهارت,colloquial,osm
ir-gerami,سجادیه دوم,colloquial,osm
ir-w551475149,۱۷ شهریور,colloquial,osm
ir-w551684076,بوستان,colloquial,osm
ir-w551726098,نسترن,old,osm
ir-w552183508,تو باغی,colloquial,osm
ir-w552183508,شهید یاسین عالی شوندی,colloquial,osm
ir-w552452187,بردو,colloquial,osm
ir-w552560657,میدان شیشه ای,colloquial,osm
ir-w552595298,شهید بهمنیار زائری,colloquial,osm
ir-ali-daei-blvd-2,بلوار غربی ورزشگاه آزادی,colloquial,osm
ir-ali-daei-blvd-2,بلوار علی دایی,spelling,osm
ir-borujerdi-bypass-3,سعید آباد,colloquial,osm
ir-shariati-street-14,خیابان شمیران,old,osm
ir-w553439978,میدان شهید حسن شرافتی,old,osm
ir-w554049225,میدان شهید منا سید محمدحسین شفیعی,colloquial,osm
ir-taleghani-street-9,خیابان آیت الله طالقانی,spelling,osm
ir-mahan-4,ماهان,old,osm
ir-seyyedo-shohada-4,شن کش,colloquial,osm
ir-sayyad-shirazi-expressway-3,بزرگراه صیاد شیرازی,spelling,osm
ir-w555380126,عباس شفیعی,colloquial,osm
ir-w555911688,شهید آزموده,colloquial,osm
ir-w555949173,آهن فروش ها,colloquial,osm
ir-w556417504,ملاصدرا 16,colloquial,osm
ir-shahid-rajaei-expressway-3,جاده قدیم تهران - قم,colloquial,osm
ir-w556844316,شهید محمود کاوه,colloquial,osm
ir-w556854404,بلوار غیور اصلی,old,osm
ir-felestin-boulevard-7,بلوار حافظ,colloquial,osm
ir-w557127747,میدان شهید کمالی,old,osm
ir-w557149675,حافظ ۱,colloquial,osm
ir-erfan-5,میدان عرفان,colloquial,osm
ir-w558856576,مجدیه,colloquial,osm
ir-w558930367,گلها,colloquial,osm
ir-w559006052,میدان گرشاسبی,spelling,osm
ir-amiri-sefat-2,امیری صنعت,colloquial,osm
ir-w559476376,توکلی,old,osm
ir-museum-square,میدان خسروی,colloquial,osm
ir-w559561735,استاد ناصر فراهانی,colloquial,osm
ir-shariati-street-16,خیابان شمیران,old,osm
ir-w560580612,بلوار سعدی غربی,old,osm
ir-w561010763,شورا,colloquial,osm
ir-qoddusi-street-3,خیابان قصر,old,osm
ir-qoddusi-street-3,عباس آباد,colloquial,osm
ir-shahid-najafi-rastegar-exp-2,بزرگراه نجفی رستگار,spelling,osm
ir-w561967313,دانشگاه,colloquial,osm
ir-mirkhani,نصرت شرقی,colloquial,osm
ir-w562398100,۳,colloquial,osm
ir-madani-street-9,شهید کیوانفر 3,colloquial,osm
ir-w563243675,۲۴۵,colloquial,osm
ir-w563645277,بلوار اعتمادیه شرقی,colloquial,osm
ir-w563645277,بلوار سرتیپ امیرمحمد جوادی,colloquial,osm
ir-emam-khomeyni-street-7,شاپور,old,osm
ir-pasdaran-22,حصار,colloquial,osm
ir-moosa-namjoo-st-2,گرگان,old,osm
ir-imam-ali-highway-26,کمربندی شمالی اراک,colloquial,osm
ir-imam-ali-highway-27,کمربندی شمالی اراک,colloquial,osm
ir-imam-ali-highway-28,کمربندی شمالی اراک,colloquial,osm
ir-fazl-ibn-shazan-boulevard-2,فضل,colloquial,osm
ir-shiraz-qaemyeh-highway,بوشهر - شیراز,colloquial,osm
ir-north-ayatollah-taleghani-blvd-5,بلوار کوروش,old,osm
ir-north-ayatollah-taleghani-blvd-5,بلوار آیت‌الله طالقانی شمالی,spelling,osm
ir-north-ayatollah-taleghani-blvd-6,بلوار کوروش,old,osm
ir-north-ayatollah-taleghani-blvd-6,بلوار آیت‌الله طالقانی شمالی,spelling,osm
ir-qaem-street,خیابان قائم,spelling,osm
ir-w568147179,جاده فسا,colloquial,osm
ir-khojasteh-2,خیابان شهید خجسته,colloquial,osm
ir-w568198032,آزاد غربی,colloquial,osm
ir-w569414623,کمربندی جنوبی,colloquial,osm
ir-w569414632,میدان سلام,colloquial,osm
ir-police-martyrs-square,فلکه ژاندارمری,old,osm
ir-police-martyrs-square,میدان قرنی,colloquial,osm
ir-w570531100,بولوار حکمت,colloquial,osm
ir-w570548311,جواد الائمه 46,colloquial,osm
ir-w570834611,بلوار زائر,old,osm
ir-w571031619,میدان کشتارگاه,colloquial,osm
ir-w572763107,بلوار زائر,old,osm
ir-honardar-blvd-3,بلوار هنردار,colloquial,osm
ir-w573605935,مولوی,colloquial,osm
ir-taheri-6,دکتر شیخ,old,osm
ir-taheri-6,شهید قرنی ۶,colloquial,osm
ir-basij-expressway-17,بزرگراه امام رضا (ع),old,osm
ir-basij-expressway-18,بزرگراه امام رضا (ع),old,osm
ir-basij-expressway-19,بزرگراه امام رضا (ع),old,osm
ir-w575110826,کـــنـــارگـــذر فــــــرودگـــاه,colloquial,osm
ir-shahid-rajaee-street-4,خیابان خورشید,old,osm
ir-vahid-khojastepour-st,باهنر,old,osm
ir-w575912330,ساحلی غربی,colloquial,osm
ir-w579966558,میدان مسلم,colloquial,osm
ir-w581453066,آسیاب قوامی,colloquial,osm
ir-behzadi-2,ساسان,old,osm
ir-w583022628,خیابان ۲۴ متری دانشگاه,colloquial,osm
ir-west-pasargad-boulevard-2,بلوار پاسارگاد شرقی,colloquial,osm
ir-saadi-8,سوزنی,old,osm
ir-w585035195,تعویض پلاک,colloquial,osm
ir-16-5,فرح,colloquial,osm
ir-w585423182,شهناز,old,osm
ir-w585638539,امام رضا۳,colloquial,osm
ir-shahid-najafi-rastegar-exp-3,بزرگراه نجفی رستگار,spelling,osm
ir-qasem-soleimani-4,کمربندی قدیم فردوس,old,osm
ir-w586007945,جاده شکراب,colloquial,osm
ir-w586283379,شفاهی,colloquial,osm
ir-w587280453,بلوار شهید عنایت الله رحمتی,colloquial,osm
ir-w587456281,بلوار جانبازان,colloquial,osm
ir-w587534450,شیراز خیابان جانبازان(پودنک ) خیابان شهید امامی,spelling,osm
ir-shariati-boulevard-10,معالی ٱباد,old,osm
ir-shariati-boulevard-10,معالی آباد,colloquial,osm
ir-alimohammadi-2,ثامنی,old,osm
ir-alimohammadi-2,۲۷ متری مخابرات,colloquial,osm
ir-ghanei,درباری,spelling,osm
ir-w590175938,بولوار شهدای شهرک سعدی,colloquial,osm
ir-basij-expressway-20,بزرگراه امام رضا (ع),old,osm
ir-w591020095,یاس,colloquial,osm
ir-w591322515,شهید لاجوردی,colloquial,osm
ir-w591549614,سپهسالار,colloquial,osm
ir-w591709288,فلکه مورد آبی- هفت تیر,colloquial,osm
ir-w593104075,هلستان شمالی,colloquial,osm
ir-30,سهل آباد 30,colloquial,osm
ir-w593400586,سعدی 4,colloquial,osm
ir-w593465372,بزرگراه شهید قاسم سلیمانی,colloquial,osm
ir-w593508956,خیابان خوانقاه,old,osm
ir-w593508958,خیابان خوانقاه,old,osm
ir-w593731713,سعدی,colloquial,osm
ir-w593731713,شهید نادر مهدوی,colloquial,osm
ir-w594153223,۴۷,colloquial,osm
ir-north-sabalan-street-3,بهرامی,old,osm
ir-w594568919,فردوسی۵,colloquial,osm
ir-shahid-tarh-chi,خین عرب,old,osm
ir-shahid-tarh-chi-2,خین عرب,old,osm
ir-w594663192,طاولی,colloquial,osm
ir-emam-hassan-askari-boulevard,سیاوش,old,osm
ir-w595193630,رضایی۱۴,colloquial,osm
ir-w595194699,۲۰,colloquial,osm
ir-w595750432,سردار جنگل,colloquial,osm
ir-w595840788,فردوس ۱,colloquial,osm
ir-pamchal-street-2,پامچال,colloquial,osm
ir-w596409838,۱۸ متری گلها,colloquial,osm
ir-w596790460,دلاوران ۶,colloquial,osm
ir-w597148618,رسالت,colloquial,osm
ir-w597161275,لادن,colloquial,osm
ir-17-shahrivar-boulevard-2,بلوار مهرآباد,colloquial,osm
ir-w597239429,سلامت,colloquial,osm
ir-porya-vali,گلزار,colloquial,osm
ir-ershad-eslami,اطلسی ۲۵,colloquial,osm
ir-w597388549,اطلسی ۲۴,colloquial,osm
ir-w597410988,بلوار قدیمی زرند,colloquial,osm
ir-w597444582,دورشهر,colloquial,osm
ir-w597706797,مطهری,colloquial,osm
ir-w597889261,یحیوی,colloquial,osm
ir-w597954008,علي شريعتي,colloquial,osm
ir-w598297097,بشارت ۹,colloquial,osm
ir-w598371036,معلم,colloquial,osm
ir-w598464923,کوی امام خمینی,colloquial,osm
ir-shohada-20,کشتارگاه,old,osm
ir-taleghani-18,شکوفه,old,osm
ir-w599391147,بلوار شهید طهرانی مقدم,colloquial,osm
ir-w599442724,بلوار سوم خرداد,colloquial,osm
ir-w599751700,سوم شرقی,colloquial,osm
